OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_751,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys sp
OTU_752,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae sedis,Cadophora,Cadophora sp
OTU_753,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_754,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_755,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_757,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_758,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_759,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus flavipes
OTU_760,Fungi,Ascomycota,Pezizomycetes,unidentified,unidentified,unidentified,Pezizomycetes sp
OTU_761,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,Rozellomycota sp
OTU_762,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_763,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales sp
OTU_764,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales sp
OTU_765,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicosporium,Helicosporium pallidum
OTU_767,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia sp
OTU_768,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_769,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia sp
OTU_770,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,Pleosporaceae sp
OTU_771,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_772,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_773,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_774,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,Lasiosphaeriaceae sp
OTU_775,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Myxotrichaceae,Oidiodendron,Oidiodendron echinulatum
OTU_776,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp
OTU_777,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp
OTU_778,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_779,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales sp
OTU_780,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,Ceratobasidiaceae sp
OTU_781,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,unidentified,unidentified,Eurotiales sp
OTU_782,Fungi,Zygomycota,Incertae sedis,Mucorales,Incertae sedis,Siepmannia,Siepmannia pineti
OTU_783,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes sp
OTU_784,Fungi,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,Tremellales sp
OTU_785,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes sp
OTU_786,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia,Cirrenalia macrocephala
OTU_787,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena leptophylla
OTU_788,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_789,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales sp
OTU_790,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_791,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria arundinacea
OTU_792,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_793,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp
OTU_794,Fungi,Zygomycota,Incertae sedis,Mucorales,Cunninghamellaceae,Gongronella,Gongronella butleri
OTU_795,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_796,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,unidentified,Mortierellaceae sp
OTU_797,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora sp
OTU_799,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella agrostis
OTU_800,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus sp
OTU_801,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_802,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales sp
OTU_803,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_804,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_805,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus etunicatum
OTU_806,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_807,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinales Group B,Piriformospora,Piriformospora indica
OTU_808,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,unidentified,Psathyrellaceae sp
OTU_810,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Melanotaeniaceae,Melanotaenium,Melanotaenium endogenum
OTU_811,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces dolichospermus
OTU_812,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,Halosphaeriaceae sp
OTU_813,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes sp
OTU_814,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_815,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,Didymosphaeria sp
OTU_816,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,Thanatephorus cucumeris
OTU_818,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_819,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_820,Fungi,Ascomycota,Sordariomycetes,Xylariales,Incertae sedis,Monographella,Monographella cucumerina
OTU_821,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales sp
OTU_822,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,Pyronemataceae sp
OTU_823,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Chalastospora,Chalastospora ellipsoidea
OTU_824,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_825,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Glomerellaceae,Colletotrichum,Colletotrichum graminicola
OTU_826,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes sp
OTU_828,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_829,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_830,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus secretanii
OTU_831,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_832,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes sp
OTU_833,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma shandongense
OTU_834,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,unidentified,Orbiliaceae sp
OTU_835,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_836,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Bryobilimbia,Bryobilimbia australis
OTU_837,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_839,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ciliophora,Ciliophora sp
OTU_840,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_841,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_842,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,Ceratobasidiaceae sp
OTU_843,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_844,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus rugulosus
OTU_845,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia,Cirrenalia macrocephala
OTU_846,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Plectosphaerellaceae,Verticillium,Verticillium albo-atrum
OTU_848,Fungi,Ascomycota,Sordariomycetes,Microascales,Incertae sedis,Cephalotrichiella,Cephalotrichiella penicillata
OTU_849,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora
OTU_850,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_851,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,unidentified,Trichocomaceae sp
OTU_852,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_853,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_854,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Phillipsia,Phillipsia olivacea
OTU_855,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_856,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_857,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_858,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora sp
OTU_859,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus amstelodami
OTU_860,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,unidentified,Sebacinaceae sp
OTU_861,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_862,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_863,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,Kochiomyces sp
OTU_865,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales sp
OTU_866,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_867,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_868,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_870,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_871,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales sp
OTU_872,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,unidentified,unidentified,Sporidiobolales sp
OTU_873,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Incertae sedis,Arachnotheca,Arachnotheca glomerata
OTU_874,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,unidentified,unidentified,Botryosphaeriales sp
OTU_875,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_876,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_877,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Incertae sedis,Operculomyces,Operculomyces laminatus
OTU_878,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_879,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes sp
OTU_880,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_881,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium sp
OTU_882,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_883,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_884,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales sp
OTU_885,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes sp
OTU_886,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae sedis,Hannaella,Hannaella luteola
OTU_887,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_888,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_889,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
OTU_890,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_891,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_892,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae sedis,Acidomelania,Acidomelania panicicola
OTU_893,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,unidentified,Sarcosomataceae sp
OTU_894,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Archaeosporaceae,unidentified,Archaeosporaceae sp
OTU_896,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,Cheilymenia stercorea
OTU_897,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon guehoae
OTU_898,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,unidentified,Thelephoraceae sp
OTU_899,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_900,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulwoana,Lulwoana uniseptata
OTU_901,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae sedis,Letendraea,Letendraea sp
OTU_902,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_903,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Helminthosporium,Helminthosporium velutinum
OTU_904,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_905,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora
OTU_906,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_907,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unidentified,Nectriaceae sp
OTU_908,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_909,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_910,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria badalingensis
OTU_911,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe velutipes
OTU_912,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_913,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ochroconis,Ochroconis sp
OTU_914,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_915,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae sedis,Schwanniomyces,Schwanniomyces occidentalis
OTU_916,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_917,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Leproplaca,Leproplaca xantholyta
OTU_918,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae sedis,Cryptococcus,Cryptococcus arrabidensis
OTU_919,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_920,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus calidoustus
OTU_921,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,unidentified,Trichocomaceae sp
OTU_922,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales sp
OTU_924,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_925,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_926,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ciliophora,Ciliophora sp
OTU_927,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella humilis
OTU_928,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_929,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_930,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,unidentified,Venturiaceae sp
OTU_931,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_932,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_933,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,Clavariaceae sp
OTU_934,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp
OTU_935,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,Tetraplosphaeria sasicola
OTU_936,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus indicum
OTU_937,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces dolichospermus
OTU_938,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_939,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Incertae sedis,Myrmecridium,Myrmecridium schulzeri
OTU_940,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ochroconis,Ochroconis sp
OTU_942,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,Basidiomycota sp
OTU_943,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,Clavulina sp
OTU_944,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_945,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,Auriculariales sp
OTU_946,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_947,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_948,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Phialemonium,Phialemonium atrogriseum
OTU_949,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordaria fimicola
OTU_950,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,Herpotrichiellaceae sp
OTU_951,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_952,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes sp
OTU_954,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_955,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum mirabile
OTU_956,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,Schizopora paradoxa
OTU_957,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_958,Fungi,Chytridiomycota,Chytridiomycetes,unidentified,unidentified,unidentified,Chytridiomycetes sp
OTU_959,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,Corynespora citricola
OTU_961,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes sp
OTU_962,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ciliophora,Ciliophora sp
OTU_963,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae sedis,Tremella,Tremella sp
OTU_964,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_965,Fungi,Ascomycota,Dothideomycetes,Venturiales,unidentified,unidentified,Venturiales sp
OTU_966,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Ciliophora,Ciliophora sp
OTU_969,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales sp
OTU_970,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_971,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_973,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_974,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,unidentified,unidentified,Paraglomerales sp
OTU_975,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia scutellata
OTU_977,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus collinitus
OTU_978,Fungi,Zygomycota,Incertae sedis,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp
OTU_979,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_980,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Urocystidaceae,Urocystis,Urocystis agropyri
OTU_981,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Incertae sedis,Phlebiella,Phlebiella christiansenii
OTU_982,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_983,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_984,Fungi,Ascomycota,Dothideomycetes,Jahnulales,Aliquandostipitaceae,Manglicola,Manglicola guatemalensis
OTU_985,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_986,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,unidentified,Halosphaeriaceae sp
OTU_987,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora sp
OTU_988,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_989,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_990,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces piceus
OTU_991,Fungi,Ascomycota,Leotiomycetes,Incertae sedis,Myxotrichaceae,Oidiodendron,Oidiodendron griseum
OTU_992,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,Staphylotrichum,Staphylotrichum boninense
OTU_993,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_994,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp
OTU_995,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_996,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Pseudeurotiaceae,Leuconeurospora,Leuconeurospora sp
OTU_997,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales sp
OTU_999,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Crepidotus,Crepidotus sp
OTU_1000,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,Rozellomycota sp
OTU_1001,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,Chytridiomycota sp
OTU_1002,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_1003,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,unidentified,unidentified,Cystofilobasidiales sp
OTU_1004,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Endochytriaceae,Entophlyctis,Entophlyctis sp
OTU_1005,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp
OTU_1006,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Amaurodon,Amaurodon mustialaensis
OTU_1007,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes sp
OTU_1008,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Togniniaceae,Phaeoacremonium,Phaeoacremonium hungaricum
OTU_1009,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_1011,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Incertae sedis,Stenocarpella,Stenocarpella macrospora
OTU_1012,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Wardomyces,Wardomyces inflatus
OTU_1013,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales sp
OTU_1014,Fungi,Zygomycota,Incertae sedis,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber brevisporus
OTU_1015,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales sp
OTU_1016,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis minuta
OTU_1017,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys sp
OTU_1019,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,unidentified,Onygenaceae sp
OTU_1020,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp
OTU_1022,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae sedis,Sporobolomyces,Sporobolomyces ruberrimus
