OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_5268,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5269,Bacteria,Tenericutes,Mollicutes,,,,
OTU_5270,Bacteria,TM6,SJA-4,,,,
OTU_5271,Bacteria,Chloroflexi,TK10,,,,
OTU_5272,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5273,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5274,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5275,Bacteria,Chloroflexi,C0119,,,,
OTU_5276,Bacteria,Planctomycetes,OM190,CL500-15,,,
OTU_5277,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU_5278,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU_5279,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
OTU_5280,Bacteria,Acidobacteria,S035,,,,
OTU_5281,Bacteria,TM7,TM7-1,,,,
OTU_5282,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,
OTU_5283,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU_5286,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5287,Bacteria,GN02,GKS2-174,,,,
OTU_5288,Bacteria,Cyanobacteria,ML635J-21,,,,
OTU_5289,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5290,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
OTU_5291,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU_5293,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU_5294,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_5295,Bacteria,Planctomycetes,C6,d113,,,
OTU_5296,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,,,
OTU_5297,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU_5299,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
OTU_5300,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5301,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,,
OTU_5302,Bacteria,Gemmatimonadetes,Gemm-3,,,,
OTU_5303,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU_5304,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_5306,Bacteria,TM6,SJA-4,,,,
OTU_5307,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
OTU_5308,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU_5309,Bacteria,Cyanobacteria,4C0d-2,SM1D11,,,
OTU_5310,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
OTU_5311,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,meridiei
OTU_5312,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,,
OTU_5313,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
OTU_5314,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5315,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU_5316,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
OTU_5317,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,AK1AB1_02E,,
OTU_5318,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5319,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,koll13,,
OTU_5322,Bacteria,Armatimonadetes,0319-6E2,,,,
OTU_5323,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU_5324,Bacteria,Elusimicrobia,Elusimicrobia,MVP-88,,,
OTU_5325,Bacteria,OD1,SM2F11,,,,
OTU_5326,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_5327,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5328,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU_5329,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
OTU_5330,Bacteria,OP11,OP11-3,,,,
OTU_5331,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU_5333,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_5334,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_5335,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU_5336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_5338,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,
OTU_5339,Bacteria,Chlorobi,OPB56,,,,
OTU_5340,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU_5341,Bacteria,BRC1,PRR-11,,,,
OTU_5342,Bacteria,Chloroflexi,TK10,AKYG885,5B-12,,
OTU_5343,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5344,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5345,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
OTU_5346,Bacteria,Bacteroidetes,VC2_1_Bac22,,,,
OTU_5347,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5348,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU_5349,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
OTU_5351,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5352,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU_5353,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
OTU_5355,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU_5356,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU_5357,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU_5359,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
OTU_5360,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU_5361,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU_5362,Bacteria,Chloroflexi,TK10,,,,
OTU_5363,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
OTU_5364,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU_5366,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,
OTU_5367,Bacteria,Planctomycetes,,,,,
OTU_5368,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU_5369,Bacteria,Armatimonadetes,SJA-176,RB046,,,
OTU_5370,Bacteria,Planctomycetes,BD7-11,,,,
OTU_5371,Bacteria,Acidobacteria,AT-s54,,,,
OTU_5372,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU_5373,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU_5374,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5375,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Chitinophaga,
OTU_5376,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU_5377,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU_5379,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii
OTU_5380,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5381,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5382,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU_5383,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5384,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_5385,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5386,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU_5387,Bacteria,Planctomycetes,C6,MVS-107,,,
OTU_5388,Bacteria,OD1,,,,,
OTU_5389,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5390,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU_5391,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU_5392,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
OTU_5393,Bacteria,OD1,ZB2,,,,
OTU_5394,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,,,
OTU_5395,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5396,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_5397,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU_5398,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5399,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU_5400,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU_5402,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,
OTU_5403,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5404,Bacteria,TM7,TM7-3,EW055,,,
OTU_5405,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU_5407,Bacteria,Chloroflexi,TK10,B07_WMSP1,,,
OTU_5408,Bacteria,Armatimonadetes,0319-6E2,,,,
OTU_5410,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5411,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,intestinale
OTU_5412,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
OTU_5413,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU_5414,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
OTU_5415,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU_5416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_5417,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5418,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5419,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU_5420,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
OTU_5421,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,
OTU_5422,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU_5424,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU_5425,Bacteria,Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,
OTU_5426,Bacteria,TM7,SC3,,,,
OTU_5427,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU_5428,Bacteria,OD1,,,,,
OTU_5429,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU_5430,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU_5431,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU_5432,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
OTU_5433,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU_5434,Bacteria,Chloroflexi,Anaerolineae,CFB-26,,,
OTU_5435,Bacteria,TM7,SC3,,,,
OTU_5436,Bacteria,Chloroflexi,TK10,AKYG885,5B-12,,
OTU_5437,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU_5439,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,
OTU_5440,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
OTU_5441,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_5442,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU_5443,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU_5444,Bacteria,Planctomycetes,OM190,,,,
OTU_5445,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5446,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU_5447,Bacteria,Acidobacteria,AT-s54,,,,
OTU_5448,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU_5449,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU_5450,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU_5452,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU_5453,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
OTU_5454,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
OTU_5455,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU_5457,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU_5458,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU_5459,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
OTU_5461,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,
OTU_5462,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU_5463,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5464,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_5465,Bacteria,OD1,ABY1,,,,
OTU_5466,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU_5468,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU_5469,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU_5470,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU_5471,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5474,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5475,Bacteria,GN02,GKS2-174,,,,
OTU_5476,Bacteria,GN02,GKS2-174,,,,
OTU_5478,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU_5479,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
OTU_5480,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
OTU_5481,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
OTU_5482,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5483,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU_5484,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,
OTU_5485,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,
OTU_5486,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU_5487,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,
OTU_5488,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU_5489,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_5490,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU_5491,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU_5492,Archaea,Crenarchaeota,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,
OTU_5493,Bacteria,Chloroflexi,Ktedonobacteria,,,,
OTU_5494,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU_5495,Bacteria,Planctomycetes,vadinHA49,DH61,,,
OTU_5496,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
OTU_5497,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU_5498,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
OTU_5499,Bacteria,Planctomycetes,C6,d113,,,
OTU_5501,Bacteria,Tenericutes,CK-1C4-19,,,,
OTU_5502,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,
OTU_5503,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU_5504,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
OTU_5505,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU_5506,Bacteria,Armatimonadetes,0319-6E2,,,,
OTU_5508,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU_5509,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU_5510,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU_5511,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5512,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU_5513,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,,
OTU_5514,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU_5515,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,
OTU_5516,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,
OTU_5517,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5518,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU_5519,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5520,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
OTU_5521,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU_5522,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,ochraceum
OTU_5523,Bacteria,Armatimonadetes,SJA-176,RB046,,,
OTU_5524,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU_5525,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],OPB35,,
OTU_5526,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
OTU_5527,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,
OTU_5528,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU_5529,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU_5531,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU_5532,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU_5533,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU_5534,Bacteria,Armatimonadetes,0319-6E2,,,,
OTU_5535,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU_5536,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_5537,Bacteria,Acidobacteria,[Chloracidobacteria],24-Nov,,,
OTU_5538,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5539,Bacteria,OP11,OP11-3,,,,
OTU_5540,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU_5541,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU_5542,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,
OTU_5543,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU_5544,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,MND4,,
OTU_5545,Bacteria,Chloroflexi,Anaerolineae,Ardenscatenales,Ardenscatenaceae,Ardenscatena,
OTU_5546,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU_5547,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
OTU_5548,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU_5549,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5550,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU_5551,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU_5552,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5553,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,,
OTU_5554,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
OTU_5555,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU_5556,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5557,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU_5558,Bacteria,Acidobacteria,RB25,,,,
OTU_5559,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5560,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU_5562,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU_5563,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora,
OTU_5564,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,
OTU_5565,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,,
OTU_5566,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5567,Bacteria,Planctomycetes,OM190,CL500-15,,,
OTU_5568,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,
OTU_5569,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU_5570,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5572,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5574,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,
OTU_5575,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU_5576,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
OTU_5577,Bacteria,Chloroflexi,TK17,,,,
OTU_5578,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
OTU_5579,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU_5580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU_5581,Bacteria,Acidobacteria,,,,,
OTU_5582,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5583,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5584,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU_5585,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5586,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU_5587,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU_5588,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5589,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU_5590,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU_5591,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU_5592,Bacteria,Cyanobacteria,ML635J-21,,,,
OTU_5593,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,
OTU_5594,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU_5596,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_5598,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU_5599,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU_5600,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU_5601,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,,
OTU_5603,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_5604,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
OTU_5605,Bacteria,GN02,GKS2-174,,,,
OTU_5606,Bacteria,Gemmatimonadetes,Gemm-3,,,,
OTU_5607,Bacteria,Acidobacteria,,,,,
OTU_5608,Bacteria,Armatimonadetes,Chthonomonadetes,SJA-22,,,
OTU_5609,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU_5610,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,,
OTU_5612,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU_5614,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Thermobifida,
OTU_5615,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU_5616,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU_5617,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU_5618,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU_5620,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU_5621,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],,,
